-1.14558,-1.29249,0.84911,0.36008,0.26068,2.51167,2.31855,0.60805,0.34280,-0.28903,0.70398,1.18534,-1.44321,-0.72979,-0.06026,-0.50449,-0.31480,0.94552,-0.32453,-0.09248,0.84448,0.32551,0.57684,-0.12461,-0.55310,-1.37074,-0.85719,0.05802,0.27486,-0.09269,0.28742,-1.29854,0.66856,0.02223,0.28599,-0.28722,0.54304,0.67301,-0.67343,1.19857,1.35595,1.53356,-0.61245,1.91698,1.89642,1.28004,0.60073,-0.37792,0.34903,2.17043,-1.52004,-0.75143,-0.54607,-0.46285,0.28424,0.02458,-2.31083,-0.43165,0.87581,-0.07552,0.66682,1.65492,-0.71924,1.39364,0.54050,0.55335,1.00319,-0.76292,-0.26241,-1.32323,-0.15256,-0.30767,0.37729,0.02091,1.05892,-0.30399,1.76204,-1.38097,0.96642,-0.34674,0.92688,-1.05426,-0.50192,0.11954,0.97006,2.01984,0.00975,0.65729,-1.01224,0.93274,-1.92116,0.16212,-0.60644,1.57021,-1.40166,-0.65263,-0.08357,0.78098,1.55320,-1.42135,1.19238
1.38724,-1.00201,-0.33370,0.32802,0.15860,-0.57060,-0.05989,0.91503,0.00859,-2.01566,0.16835,-0.11523,1.09457,-1.39016,-0.07871,-0.55630,-1.04445,-1.12491,-0.57287,-1.16610,0.08398,2.54086,-1.45906,-0.65121,1.03292,-0.00918,-1.04407,0.15084,-0.13866,0.89679,0.46397,0.83981,1.08596,-1.17417,0.74287,0.42996,-0.30154,-0.09395,-0.79314,-1.67305,-0.25291,-0.61765,-0.39879,1.34225,-1.26424,1.27746,-1.08345,-1.78374,0.63531,-0.88666,1.36974,-0.13344,-0.25432,1.25569,-0.38067,0.25880,-0.56594,0.56221,-0.11651,-2.03312,0.68654,1.93178,-1.12614,1.36082,-0.65739,0.53426,0.23569,1.51791,-0.24553,-0.81650,-0.14625,1.44036,-1.24934,-1.15934,-2.00219,1.29651,-0.18497,-0.36368,0.78454,0.22322,-0.37508,0.44861,-0.45535,1.30169,0.31468,0.79145,-0.73732,-0.61013,-1.04324,-0.06417,-0.09445,-0.07138,-0.12137,1.20241,-2.84456,-1.17875,0.04490,0.59131,0.81903,0.39286,-3.44094
1.47233,0.84880,-0.33866,-0.45366,0.98590,1.31009,-0.71319,-0.03236,-0.38447,0.72138,-0.03027,-1.64152,0.09837,0.58740,-0.02722,-1.09082,1.04169,-0.44827,2.10551,0.12744,1.67378,-1.36220,-1.60200,1.27758,-1.47634,-0.84558,-0.01153,1.63307,-0.94250,0.36515,-0.49249,0.64943,-1.12870,0.34401,0.56125,0.31035,-0.98669,1.22011,1.35710,0.30809,-2.03487,0.29051,-1.84065,-0.23860,-2.77555,-0.37796,-1.36358,-0.27523,1.41535,-1.11803,-0.55608,1.31006,-0.02476,0.15792,-0.92750,0.96421,-0.28229,-1.09719,0.72698,1.27720,-0.76914,0.48644,2.20519,0.15362,-0.22235,-0.73737,-1.00055,-1.63597,0.13875,0.28664,0.41380,0.27308,1.09777,0.56031,-0.80607,0.39690,-1.32239,-0.24984,0.90640,-0.93901,1.66522,0.76605,0.16871,-0.89017,-0.94242,-0.79475,-0.22555,1.07571,0.04578,-0.35202,-0.60676,-0.62333,1.74732,0.06279,0.62084,-0.99350,-0.10799,-0.87872,0.08911,-1.72476,3.75006
-1.34050,-0.90731,2.07849,-1.18061,-3.23561,0.37517,-0.05829,0.38018,2.28377,0.18249,-1.87660,0.23360,0.40501,0.46035,1.26852,0.96823,-2.42966,-0.87863,-1.72029,-1.17864,1.21536,0.09988,-0.88435,-1.20914,1.69619,1.97575,-0.64091,-0.17938,-0.27823,0.60979,-0.82027,-0.32061,-0.43802,-1.88358,-0.16567,1.59264,0.07901,0.10780,0.57560,0.16575,0.14723,-0.56906,1.69171,-0.68594,-0.37755,1.22689,0.13540,-0.52208,-0.03627,0.12698,-0.36599,-0.63115,-1.12846,1.40758,-1.82525,-1.80973,0.53420,0.63167,0.33369,-1.79648,-0.03365,0.76601,-0.48761,0.40082,-0.13948,0.06492,2.17315,0.51883,-0.96683,-0.03273,2.24709,0.24047,0.01949,-0.06923,0.13814,-1.21084,-0.31830,-0.38191,0.63542,-1.60276,0.37041,0.42700,0.52963,0.27565,0.07170,2.28777,-1.01581,-0.53116,1.52969,1.10268,-1.09184,-0.51360,-0.95735,0.91067,-0.36184,0.36378,2.13123,0.00686,0.68222,0.79878,-8.60734
0.11286,-0.72004,0.04818,0.34493,0.49831,0.10448,0.37044,-1.46027,0.77638,-1.95510,0.35440,-1.19501,-2.09704,1.71790,-2.14884,0.11809,-0.62589,-0.33785,0.80794,-0.06521,0.66556,0.34608,-0.50677,-0.58213,-0.56503,-0.42366,-2.04992,0.04503,1.10761,1.39138,0.10798,-0.17481,1.05006,0.57889,-0.15138,1.35091,0.08189,-0.60902,-0.63558,-1.53234,-1.31741,-0.02526,-0.19310,-1.77613,-0.40435,-0.69051,0.08026,1.08751,-0.88452,0.37837,0.26183,-0.80426,-1.02825,0.73481,-2.40322,1.07803,-0.38543,-0.58938,-0.57607,-0.69121,1.73939,-0.73779,1.65750,-2.91524,-0.18823,-0.58076,-0.46401,1.52791,-2.14613,0.40889,-0.26252,-0.99524,-0.56837,1.50349,-0.34048,0.09420,0.65076,-0.64134,-1.18323,1.49859,-0.45497,-0.57330,0.72082,1.36521,0.77292,-0.46326,0.66220,-1.91219,-1.30379,-0.21776,-2.36539,0.25205,1.25199,-0.19591,0.44213,-2.14802,-1.96095,-0.95680,1.07276,0.28898,0.28307
0.16130,0.06523,-0.23403,-0.58975,-0.81544,1.28139,1.27818,-0.61649,-0.13153,0.68576,-0.54265,0.30002,2.05715,1.32716,-0.54372,-0.12508,1.14670,-0.44038,-0.07741,-1.17814,1.15381,0.97966,-0.31741,0.57779,2.46635,1.01552,2.59090,0.90280,0.41585,1.37310,-0.72944,0.66842,-1.40802,-1.33078,-1.32397,-0.33253,-1.78619,-0.46302,-1.25133,-0.23943,-1.52452,-0.61336,1.00383,-0.71498,0.96991,-1.35686,0.79185,0.29694,-1.03163,-1.03080,-1.76890,-0.40657,-0.64014,0.56680,-0.23763,0.81943,1.75106,-1.17654,-0.19106,0.42879,0.05113,1.24892,0.39463,-0.54390,-0.69257,-0.02587,-0.79363,0.38800,1.32473,1.26692,-0.28420,-1.11717,1.30949,-0.60780,0.68525,0.44254,1.26404,-0.47522,-0.02444,0.25002,0.74010,-0.86509,0.69788,-0.25925,-0.48423,1.42038,0.52697,1.35398,0.69453,-1.57044,0.51302,-0.60844,0.09138,0.52633,-0.59154,-0.64700,0.45179,-1.27162,-0.04275,-0.10792,4.59048
0.68125,2.58146,1.10959,-1.67318,0.20651,-1.96490,0.64140,-1.15194,1.52378,-0.02009,-0.52278,-0.20621,-0.58440,-0.21566,0.40436,-0.62506,-0.89612,2.04342,-0.93973,1.72656,-0.50064,1.75450,-0.00573,-0.53718,1.57167,-0.92653,-0.11179,2.48623,-0.25667,-0.45279,0.84273,0.08271,-0.78741,-0.28840,-1.47725,1.35797,0.26917,-0.59283,0.55411,0.34530,0.18307,-1.83347,-1.52546,-0.59900,0.59933,1.68851,-0.98480,0.74981,-0.33984,0.01461,1.00202,0.53459,0.76251,0.01442,0.03292,-0.45217,-0.33839,0.52967,-1.24126,1.99867,-1.18769,-0.74977,-0.88499,1.59589,-0.64649,-0.68737,0.92521,0.14855,2.64131,1.60398,0.58477,1.70458,1.12396,2.04419,0.15469,0.20642,0.70440,1.31570,-0.56034,-1.59441,-0.67400,-0.35676,0.24897,-1.04582,-0.71539,0.13095,-0.94471,1.52859,1.11095,-0.22385,0.07817,0.60358,-1.41857,0.28448,-2.38858,1.28689,-1.60069,0.40982,1.13117,-0.14458,2.64309
0.30591,0.61810,-0.53558,-0.06047,0.18330,-1.30943,0.42809,-0.15516,-0.58281,-0.47129,1.06526,-1.40064,0.25185,0.40767,0.96231,0.18433,-0.47507,-0.29001,0.36613,-1.57634,-0.35507,-1.56396,-1.05484,-0.99104,1.10951,1.09343,0.80624,-1.27901,-0.98890,-0.03778,0.35246,-0.10519,-1.66469,0.65883,-0.65130,0.33865,1.64878,-0.08505,0.25866,1.68856,0.22993,1.10986,1.42752,-2.16334,0.36172,0.04778,-0.51864,0.78390,0.38122,-0.68108,2.01873,-1.93407,0.20170,-0.28955,1.11471,0.68176,2.33475,0.78006,-0.38110,1.94517,0.32334,-1.77959,0.48493,1.37211,-0.07846,0.77089,0.82356,-0.14818,1.53521,0.32686,-1.59156,-0.02187,0.81193,-1.05543,2.03578,1.44333,-1.11985,-0.58589,0.69085,0.82585,-1.49238,0.54271,-0.29607,0.58932,-0.51562,0.03914,1.53509,0.81617,-0.76129,1.53117,0.97359,-1.34621,-0.90789,-0.79368,-0.13278,-0.37584,-0.98120,-1.22479,0.58157,1.79360,0.89253
0.98709,0.28845,-0.60568,2.08401,0.72392,0.18707,-0.05639,0.94921,-1.14260,-1.25975,-0.20388,-2.20200,0.15270,0.50572,-1.37483,-0.65278,1.07707,0.08824,-0.05556,1.73778,-1.19057,-0.79742,0.57836,-0.75514,-1.02132,-0.24772,-0.22519,-1.58378,-0.15150,0.29119,-0.88455,-0.68681,0.09802,-2.08670,-1.50278,-0.25006,1.29832,-0.49954,-0.36504,-0.65344,-0.10848,-1.24472,-0.78831,-1.17166,-0.33296,0.52917,-0.43006,-0.55031,-0.16648,-1.11659,-0.98682,-0.84594,-0.69109,-0.58483,-0.99725,1.60701,1.05019,1.29063,-1.37441,1.60624,0.34755,-0.18376,-1.46929,-0.77726,0.79661,0.86538,0.49356,-0.46104,-0.79304,0.10246,-2.61928,1.01076,0.13228,-0.37513,1.52515,-0.00381,0.60896,-0.24313,-0.46916,-1.96506,1.27132,1.87502,-0.71659,0.48940,-1.70662,-0.21374,1.96291,0.24227,-1.68912,-1.26942,0.96347,0.27952,0.53501,0.61742,0.16820,1.41307,0.66900,-0.68493,1.51293,0.29517,3.35149
-1.79134,-0.86634,-0.11171,-0.15877,-0.42546,0.19553,-1.15404,-1.51406,1.47832,-0.74975,0.25861,-0.17976,-0.96226,-0.49089,-1.05367,0.94675,-0.21687,-1.06506,-0.00842,-0.85982,0.12409,-0.07076,0.38713,-0.59969,-0.10909,0.04422,-2.76464,0.97989,0.37574,-1.60167,1.37013,2.30941,-0.03829,0.28972,0.22229,-1.41875,2.29003,-0.76140,0.21209,0.29240,-1.28142,0.18852,0.96839,0.96758,-0.38682,1.16843,-0.59389,-1.47201,-0.37416,-0.01822,0.84945,-0.69965,0.49262,0.03707,-0.48895,-0.51095,1.14224,0.75875,-0.71361,-0.30283,0.00359,-0.55229,0.45736,0.77337,1.79237,0.74136,-1.72655,1.15842,-0.61687,1.98771,-1.67737,0.09195,-1.39352,-0.72124,0.85864,2.01395,0.90080,0.96062,-0.18236,-0.24739,-2.46289,0.67659,0.03384,-0.57847,-0.35598,-0.18488,0.63904,1.92549,1.01679,-1.17707,0.86887,-1.67467,1.11460,-0.35851,0.44833,-0.24477,0.00120,0.07239,-1.17257,-1.01425,-1.97817
